user_id,age,last_month_salary,debt_ratio,using_lines_not_secured_personal_assets,total_loan,more_90_days_overdue,default_flag,age_risk,salary_risk,debt_ratio_risk,using_lines_risk,total_loan_risk,more_90_days_risk,risk_score,user_status
25390,42,6083,0.104536489,1.984732824,2,1,1,1,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""25390"",
    ""age"": ""42"",
    ""last_month_salary"": ""6083"",
    ""debt_ratio"": ""0.104536489"",
    ""using_lines_not_secured_personal_assets"": ""1.984732824"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",25390 - cliente mau pagador
13330,70,1800,0.227651305,0.9999999,2,1,1,0,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""13330"",
    ""age"": ""70"",
    ""last_month_salary"": ""1800"",
    ""debt_ratio"": ""0.227651305"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",13330 - cliente mau pagador
29469,47,2500,0.653738505,0.9999999,2,1,1,1,1,1,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""29469"",
    ""age"": ""47"",
    ""last_month_salary"": ""2500"",
    ""debt_ratio"": ""0.653738505"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""1"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""6""
  }
}",29469 - cliente mau pagador
34810,30,5400,312.0,0.928184161,2,1,1,1,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""34810"",
    ""age"": ""30"",
    ""last_month_salary"": ""5400"",
    ""debt_ratio"": ""312.0"",
    ""using_lines_not_secured_personal_assets"": ""0.928184161"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",34810 - cliente mau pagador
5876,42,536,0.197392924,1.188270576,2,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""5876"",
    ""age"": ""42"",
    ""last_month_salary"": ""536"",
    ""debt_ratio"": ""0.197392924"",
    ""using_lines_not_secured_personal_assets"": ""1.188270576"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",5876 - cliente mau pagador
17628,59,6000,0.279620063,0.9999999,2,1,1,0,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""17628"",
    ""age"": ""59"",
    ""last_month_salary"": ""6000"",
    ""debt_ratio"": ""0.279620063"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""3""
  }
}",17628 - cliente mau pagador
34007,69,2800,0.381292396,0.9999999,2,1,1,0,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""34007"",
    ""age"": ""69"",
    ""last_month_salary"": ""2800"",
    ""debt_ratio"": ""0.381292396"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",34007 - cliente mau pagador
8398,33,7250,0.099296649,0.9999999,2,1,1,1,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""8398"",
    ""age"": ""33"",
    ""last_month_salary"": ""7250"",
    ""debt_ratio"": ""0.099296649"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",8398 - cliente mau pagador
21759,69,2200,0.070422535,0.9999999,2,1,1,0,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""21759"",
    ""age"": ""69"",
    ""last_month_salary"": ""2200"",
    ""debt_ratio"": ""0.070422535"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",21759 - cliente mau pagador
17354,26,1200,0.340549542,1.122438781,2,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""17354"",
    ""age"": ""26"",
    ""last_month_salary"": ""1200"",
    ""debt_ratio"": ""0.340549542"",
    ""using_lines_not_secured_personal_assets"": ""1.122438781"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",17354 - cliente mau pagador
8916,31,2800,0.644055694,0.976003692,2,1,1,1,1,1,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""8916"",
    ""age"": ""31"",
    ""last_month_salary"": ""2800"",
    ""debt_ratio"": ""0.644055694"",
    ""using_lines_not_secured_personal_assets"": ""0.976003692"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""1"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""6""
  }
}",8916 - cliente mau pagador
4640,55,2182,0.268896015,0.9999999,2,1,1,0,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""4640"",
    ""age"": ""55"",
    ""last_month_salary"": ""2182"",
    ""debt_ratio"": ""0.268896015"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""2"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",4640 - cliente mau pagador
22557,44,5400,737.0,0.982543641,3,1,1,1,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""22557"",
    ""age"": ""44"",
    ""last_month_salary"": ""5400"",
    ""debt_ratio"": ""737.0"",
    ""using_lines_not_secured_personal_assets"": ""0.982543641"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",22557 - cliente mau pagador
3910,32,2200,0.048614266,0.815988973,3,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""3910"",
    ""age"": ""32"",
    ""last_month_salary"": ""2200"",
    ""debt_ratio"": ""0.048614266"",
    ""using_lines_not_secured_personal_assets"": ""0.815988973"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",3910 - cliente mau pagador
4618,35,3201,0.109618988,1.066611157,3,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""4618"",
    ""age"": ""35"",
    ""last_month_salary"": ""3201"",
    ""debt_ratio"": ""0.109618988"",
    ""using_lines_not_secured_personal_assets"": ""1.066611157"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",4618 - cliente mau pagador
29135,37,6420,0.15137829,0.0,3,1,1,1,0,0,0,1,1,"{
  ""risk_score"": {
    ""user_id"": ""29135"",
    ""age"": ""37"",
    ""last_month_salary"": ""6420"",
    ""debt_ratio"": ""0.15137829"",
    ""using_lines_not_secured_personal_assets"": ""0.0"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""0"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""3""
  }
}",29135 - cliente mau pagador
19807,23,5400,687.0,1.155527795,3,1,1,1,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""19807"",
    ""age"": ""23"",
    ""last_month_salary"": ""5400"",
    ""debt_ratio"": ""687.0"",
    ""using_lines_not_secured_personal_assets"": ""1.155527795"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",19807 - cliente mau pagador
33084,53,2922,0.744782757,0.9999999,3,1,1,0,1,1,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""33084"",
    ""age"": ""53"",
    ""last_month_salary"": ""2922"",
    ""debt_ratio"": ""0.744782757"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""1"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",33084 - cliente mau pagador
4847,25,2575,0.154503106,0.9999999,3,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""4847"",
    ""age"": ""25"",
    ""last_month_salary"": ""2575"",
    ""debt_ratio"": ""0.154503106"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",4847 - cliente mau pagador
10673,33,4000,0.164208948,0.867555478,3,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""10673"",
    ""age"": ""33"",
    ""last_month_salary"": ""4000"",
    ""debt_ratio"": ""0.164208948"",
    ""using_lines_not_secured_personal_assets"": ""0.867555478"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",10673 - cliente mau pagador
5904,50,9000,0.073769581,0.9999999,3,1,1,0,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""5904"",
    ""age"": ""50"",
    ""last_month_salary"": ""9000"",
    ""debt_ratio"": ""0.073769581"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""3""
  }
}",5904 - cliente mau pagador
6156,41,5400,291.0,1.312292359,3,1,1,1,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""6156"",
    ""age"": ""41"",
    ""last_month_salary"": ""5400"",
    ""debt_ratio"": ""291.0"",
    ""using_lines_not_secured_personal_assets"": ""1.312292359"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",6156 - cliente mau pagador
7878,34,4625,0.402939905,0.99550075,3,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""7878"",
    ""age"": ""34"",
    ""last_month_salary"": ""4625"",
    ""debt_ratio"": ""0.402939905"",
    ""using_lines_not_secured_personal_assets"": ""0.99550075"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",7878 - cliente mau pagador
18265,55,3985,0.581284496,0.9999999,3,1,1,0,1,1,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""18265"",
    ""age"": ""55"",
    ""last_month_salary"": ""3985"",
    ""debt_ratio"": ""0.581284496"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""1"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",18265 - cliente mau pagador
13447,51,5400,418.0,0.9999999,3,1,1,0,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""13447"",
    ""age"": ""51"",
    ""last_month_salary"": ""5400"",
    ""debt_ratio"": ""418.0"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""3""
  }
}",13447 - cliente mau pagador
23683,47,5538,0.136125654,0.72295082,3,1,1,1,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""23683"",
    ""age"": ""47"",
    ""last_month_salary"": ""5538"",
    ""debt_ratio"": ""0.136125654"",
    ""using_lines_not_secured_personal_assets"": ""0.72295082"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",23683 - cliente mau pagador
29366,24,620,0.935587762,1.245901639,3,1,1,1,1,1,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""29366"",
    ""age"": ""24"",
    ""last_month_salary"": ""620"",
    ""debt_ratio"": ""0.935587762"",
    ""using_lines_not_secured_personal_assets"": ""1.245901639"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""1"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""6""
  }
}",29366 - cliente mau pagador
9181,48,4985,0.416165263,0.9999999,3,1,1,0,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""9181"",
    ""age"": ""48"",
    ""last_month_salary"": ""4985"",
    ""debt_ratio"": ""0.416165263"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",9181 - cliente mau pagador
14080,29,2796,0.156238827,1.94011976,3,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""14080"",
    ""age"": ""29"",
    ""last_month_salary"": ""2796"",
    ""debt_ratio"": ""0.156238827"",
    ""using_lines_not_secured_personal_assets"": ""1.94011976"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",14080 - cliente mau pagador
31979,40,4000,0.240689828,0.59453117,3,1,1,1,1,0,0,1,1,"{
  ""risk_score"": {
    ""user_id"": ""31979"",
    ""age"": ""40"",
    ""last_month_salary"": ""4000"",
    ""debt_ratio"": ""0.240689828"",
    ""using_lines_not_secured_personal_assets"": ""0.59453117"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""0"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",31979 - cliente mau pagador
2667,35,1800,0.23431427,0.908366534,3,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""2667"",
    ""age"": ""35"",
    ""last_month_salary"": ""1800"",
    ""debt_ratio"": ""0.23431427"",
    ""using_lines_not_secured_personal_assets"": ""0.908366534"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",2667 - cliente mau pagador
5806,61,5400,1290.0,0.9999999,3,1,1,0,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""5806"",
    ""age"": ""61"",
    ""last_month_salary"": ""5400"",
    ""debt_ratio"": ""1290.0"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""3""
  }
}",5806 - cliente mau pagador
27362,26,1839,0.247826087,1.383886256,3,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""27362"",
    ""age"": ""26"",
    ""last_month_salary"": ""1839"",
    ""debt_ratio"": ""0.247826087"",
    ""using_lines_not_secured_personal_assets"": ""1.383886256"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",27362 - cliente mau pagador
889,39,5400,2816.0,0.9999999,3,1,1,1,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""889"",
    ""age"": ""39"",
    ""last_month_salary"": ""5400"",
    ""debt_ratio"": ""2816.0"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",889 - cliente mau pagador
32009,47,3068,0.08113392,1.136116152,3,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""32009"",
    ""age"": ""47"",
    ""last_month_salary"": ""3068"",
    ""debt_ratio"": ""0.08113392"",
    ""using_lines_not_secured_personal_assets"": ""1.136116152"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",32009 - cliente mau pagador
25586,41,2548,0.081992938,0.896929303,3,1,1,1,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""25586"",
    ""age"": ""41"",
    ""last_month_salary"": ""2548"",
    ""debt_ratio"": ""0.081992938"",
    ""using_lines_not_secured_personal_assets"": ""0.896929303"",
    ""total_loan"": ""3"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""5""
  }
}",25586 - cliente mau pagador
30190,57,5400,0.298092946,0.9999999,4,1,1,0,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""30190"",
    ""age"": ""57"",
    ""last_month_salary"": ""5400"",
    ""debt_ratio"": ""0.298092946"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""4"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""3""
  }
}",30190 - cliente mau pagador
26366,33,6200,0.205128205,0.944111776,4,1,1,1,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""26366"",
    ""age"": ""33"",
    ""last_month_salary"": ""6200"",
    ""debt_ratio"": ""0.205128205"",
    ""using_lines_not_secured_personal_assets"": ""0.944111776"",
    ""total_loan"": ""4"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",26366 - cliente mau pagador
13726,71,2872,0.278454577,0.9999999,4,1,1,0,1,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""13726"",
    ""age"": ""71"",
    ""last_month_salary"": ""2872"",
    ""debt_ratio"": ""0.278454577"",
    ""using_lines_not_secured_personal_assets"": ""0.9999999"",
    ""total_loan"": ""4"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""0"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",13726 - cliente mau pagador
16865,37,5400,479.0,0.997336884,4,1,1,1,0,0,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""16865"",
    ""age"": ""37"",
    ""last_month_salary"": ""5400"",
    ""debt_ratio"": ""479.0"",
    ""using_lines_not_secured_personal_assets"": ""0.997336884"",
    ""total_loan"": ""4"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""0"",
    ""debt_ratio_risk"": ""0"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""4""
  }
}",16865 - cliente mau pagador
2554,25,974,0.521025641,2.638722555,4,1,1,1,1,1,1,1,1,"{
  ""risk_score"": {
    ""user_id"": ""2554"",
    ""age"": ""25"",
    ""last_month_salary"": ""974"",
    ""debt_ratio"": ""0.521025641"",
    ""using_lines_not_secured_personal_assets"": ""2.638722555"",
    ""total_loan"": ""4"",
    ""more_90_days_overdue"": ""1"",
    ""default_flag"": ""1"",
    ""age_risk"": ""1"",
    ""salary_risk"": ""1"",
    ""debt_ratio_risk"": ""1"",
    ""using_lines_risk"": ""1"",
    ""total_loan_risk"": ""1"",
    ""more_90_days_risk"": ""1"",
    ""risk_score"": ""6""
  }
}",2554 - cliente mau pagador
